Mensagem,TipoChamado
"Solicitante Luiz Augusto Estamos tendo problemas com a rede do sistema no HGR desde hoje cedo, os colaboradores não estão conseguindo usar a internet do sistema para fazer as preventivas. Seria possível verificar com o fornecedor da internet essa situação?",Reclamacao
O sistema funciona offline ou é necessário estar sempre conectado à internet?,Duvida
Existe um aplicativo para dispositivos móveis?,Duvida
Posso personalizar o layout do sistema de acordo com a identidade visual da minha empresa?,Duvida
Como são realizadas as atualizações do sistema?,Duvida
O SaaS oferece integração com outros softwares que já utilizamos?,Duvida
Existe um período de teste gratuito?,Duvida
Quais métodos de pagamento são aceitos para a assinatura?,Duvida
É possível aumentar ou diminuir o plano a qualquer momento?,Duvida
O suporte técnico está disponível 24 horas por dia?,Duvida
Como posso importar dados do sistema antigo para este?,Duvida
Os dados da minha empresa estão seguros na plataforma?,Duvida
Qual é o tempo de resposta médio do suporte técnico?,Duvida
Existe algum treinamento para a equipe aprender a usar o sistema?,Duvida
O sistema oferece relatórios personalizados?,Duvida
É possível restringir o acesso de usuários a determinadas áreas do sistema?,Duvida
Quantos usuários posso adicionar em cada plano?,Duvida
Posso usar o SaaS em mais de um dispositivo simultaneamente?,Duvida
O que acontece com os meus dados se eu decidir cancelar a assinatura?,Duvida
Qual é a política de reembolso caso eu cancele antes do fim do ciclo de cobrança?,Duvida
Há cobrança de taxa de instalação?,Duvida
O SaaS oferece uma API para desenvolvedores?,Duvida
Existe suporte em múltiplos idiomas?,Duvida
Quanto espaço de armazenamento está incluído em cada plano?,Duvida
O sistema realiza backups automáticos dos meus dados?,Duvida
Como funciona a integração com sistemas de pagamento online?,Duvida
Posso criar diferentes níveis de permissão para usuários?,Duvida
Como posso monitorar o uso do sistema pela minha equipe?,Duvida
Há suporte para múltiplas contas ou filiais?,Duvida
O sistema é compatível com os navegadores mais utilizados?,Duvida
Há um SLA (Service Level Agreement) definido?,Duvida
Posso enviar sugestões de funcionalidades para futuras atualizações?,Duvida
"O SaaS é certificado por normas de segurança, como a ISO 27001?",Duvida
O sistema tem suporte para auditoria de ações realizadas pelos usuários?,Duvida
Como posso configurar alertas e notificações no sistema?,Duvida
Qual é a largura de banda recomendada para o uso do SaaS?,Duvida
É possível acessar o sistema em áreas com conexão instável?,Duvida
Quanto tempo leva para que as atualizações sejam implementadas?,Duvida
Posso acessar o sistema usando um tablet?,Duvida
O sistema oferece suporte para exportar dados em formatos como Excel ou PDF?,Duvida
Existe um painel para acompanhar métricas e indicadores de desempenho?,Duvida
Como funciona o processo de onboarding para novos clientes?,Duvida
O sistema suporta integração com sistemas ERP?,Duvida
Existe alguma funcionalidade de automação para tarefas repetitivas?,Duvida
Há algum custo adicional para adicionar usuários extras?,Duvida
O SaaS pode ser integrado com plataformas de marketing digital?,Duvida
O sistema possui autenticação em dois fatores?,Duvida
Como posso acompanhar a performance de campanhas dentro do sistema?,Duvida
Existe suporte para comunicação interna entre os usuários?,Duvida
O SaaS oferece funcionalidade de chat para atendimento ao cliente?,Duvida
Posso testar diferentes configurações sem impactar os dados reais?,Duvida
Como são feitas as cobranças caso o consumo ultrapasse o limite do plano?,Duvida
O sistema tem suporte para workflows customizados?,Duvida
Posso importar dados em massa via planilhas?,Duvida
Como posso medir o ROI ao usar o sistema?,Duvida
Existe um guia ou documentação completa para usuários iniciantes?,Duvida
O SaaS pode ser integrado com ferramentas de CRM?,Duvida
Há algum custo adicional para utilizar determinadas funcionalidades?,Duvida
O sistema tem suporte para diferentes fusos horários?,Duvida
Como funciona o sistema de permissões para dados confidenciais?,Duvida
Existe algum recurso de controle de qualidade embutido no sistema?,Duvida
O SaaS suporta assinatura eletrônica de documentos?,Duvida
Como funciona a renovação automática do plano?,Duvida
Há um limite para a quantidade de dados que podem ser armazenados?,Duvida
O sistema emite alertas em tempo real para eventos críticos?,Duvida
Posso configurar lembretes para tarefas importantes?,Duvida
Existe suporte para integração com plataformas de e-commerce?,Duvida
"Posso migrar dados para outro sistema, se necessário?",Duvida
Como funcionam os testes de desempenho do sistema?,Duvida
O sistema suporta múltiplas moedas para transações?,Duvida
Existe algum custo adicional para migração de dados?,Duvida
Como posso saber se o sistema está em manutenção?,Duvida
É possível integrar o SaaS com sistemas de BI (Business Intelligence)?,Duvida
Existe suporte para envio de notificações por e-mail ou SMS?,Duvida
O sistema funciona em conformidade com a LGPD?,Duvida
Posso personalizar as notificações enviadas para os clientes?,Duvida
Como é feita a recuperação de dados em caso de perda?,Duvida
O sistema tem suporte para gerenciamento de inventário?,Duvida
Existe suporte para criação de campanhas de marketing diretamente no sistema?,Duvida
Como são gerenciadas as permissões de administradores?,Duvida
"Há integração com plataformas de analytics, como o Google Analytics?",Duvida
É possível criar dashboards personalizados para diferentes usuários?,Duvida
Existe uma área para feedback dos usuários no sistema?,Duvida
O SaaS tem suporte para integração com ferramentas de automação de RH?,Duvida
Posso agendar relatórios periódicos?,Duvida
Existe suporte para uso de Webhooks?,Duvida
O sistema tem suporte para monitoramento de SLA de atendimentos?,Duvida
Existe alguma funcionalidade de IA integrada ao sistema?,Duvida
Como posso acompanhar atualizações ou manutenções programadas?,Duvida
Posso configurar diferentes moedas para vendas internacionais?,Duvida
Existe suporte para gerenciamento de contratos?,Duvida
Posso configurar a plataforma para atender a diferentes setores de negócios?,Duvida
Há suporte para rastreamento de métricas financeiras?,Duvida
"Existe algum modo ""sandbox"" para testes no sistema?",Duvida
O sistema oferece funcionalidade de chatbot automatizado?,Duvida
Como posso ajustar a periodicidade de cobrança no sistema?,Duvida
O SaaS tem suporte para integração com marketplaces?,Duvida
Existe algum programa de fidelidade ou desconto para clientes antigos?,Duvida
Há suporte para migração de dados de sistemas legados?,Duvida
O sistema possui integração com plataformas de redes sociais?,Duvida
Existe um tempo estimado para resolução de problemas reportados?,Duvida
O sistema fica lento em horários de pico.,Reclamacao
Não consigo acessar o sistema em áreas com conexão de internet instável.,Reclamacao
O suporte técnico demora muito para responder.,Reclamacao
O layout da plataforma é confuso e pouco intuitivo.,Reclamacao
As atualizações causam interrupções no serviço sem aviso prévio.,Reclamacao
A documentação é incompleta e não explica todos os recursos do sistema.,Reclamacao
A integração com outros softwares apresenta erros frequentes.,Reclamacao
O backup automático não funcionou e perdi dados importantes.,Reclamacao
A política de reembolso não é clara.,Reclamacao
O aplicativo móvel é instável e fecha sozinho.,Reclamacao
Não consigo personalizar os relatórios de acordo com minhas necessidades.,Reclamacao
O sistema não suporta todos os navegadores.,Reclamacao
A migração de dados foi mais difícil do que o prometido.,Reclamacao
O custo do plano é muito alto para o que é oferecido.,Reclamacao
Funcionalidades básicas só estão disponíveis em planos mais caros.,Reclamacao
O sistema não é compatível com dispositivos mais antigos.,Reclamacao
Não recebi treinamento adequado para utilizar o sistema.,Reclamacao
As notificações por e-mail não estão funcionando corretamente.,Reclamacao
O sistema não oferece suporte a múltiplas moedas.,Reclamacao
O painel de controle é desorganizado e difícil de usar.,Reclamacao
Não é possível configurar permissões específicas para cada usuário.,Reclamacao
O sistema frequentemente apresenta mensagens de erro genéricas.,Reclamacao
A funcionalidade de importação de dados falha constantemente.,Reclamacao
Os relatórios demoram muito para ser gerados.,Reclamacao
O serviço não atende completamente às exigências da LGPD.,Reclamacao
Não há opções suficientes para customizar o fluxo de trabalho.,Reclamacao
O suporte técnico não resolve os problemas relatados.,Reclamacao
Os alertas em tempo real chegam com atraso.,Reclamacao
O sistema apresenta bugs recorrentes após as atualizações.,Reclamacao
Não consigo integrar o SaaS com a ferramenta de CRM que utilizo.,Reclamacao
A plataforma não oferece suporte para múltiplos idiomas.,Reclamacao
As métricas apresentadas pelo sistema não são confiáveis.,Reclamacao
A autenticação em dois fatores é difícil de configurar.,Reclamacao
O custo para adicionar mais usuários é muito alto.,Reclamacao
As integrações com sistemas de pagamento são instáveis.,Reclamacao
As permissões de administrador são limitadas demais.,Reclamacao
Não consigo exportar os dados no formato desejado.,Reclamacao
O histórico de ações dos usuários não é armazenado corretamente.,Reclamacao
O sistema trava ao tentar acessar arquivos grandes.,Reclamacao
Não é possível programar relatórios para serem enviados automaticamente.,Reclamacao
As informações no painel de controle são desatualizadas.,Reclamacao
O SaaS não oferece suporte para diferentes fusos horários.,Reclamacao
Não há canais suficientes para enviar feedback sobre o sistema.,Reclamacao
O tempo de resposta para solicitações de novas funcionalidades é longo.,Reclamacao
O armazenamento disponível no plano é insuficiente.,Reclamacao
Não consigo agendar tarefas no sistema.,Reclamacao
A interface é muito lenta em dispositivos móveis.,Reclamacao
O SaaS não emite notificações sobre falhas no serviço.,Reclamacao
O suporte não fala o idioma que utilizamos na empresa.,Reclamacao
Não há suporte para auditorias detalhadas no sistema.,Reclamacao
A funcionalidade de automação não cobre todas as necessidades do meu negócio.,Reclamacao
O sistema é incompatível com algumas plataformas de e-commerce.,Reclamacao
Os relatórios exportados apresentam erros de formatação.,Reclamacao
As permissões para usuários não são flexíveis o suficiente.,Reclamacao
O sistema consome muita largura de banda.,Reclamacao
O painel de métricas não atualiza os dados em tempo real.,Reclamacao
O SLA prometido não está sendo cumprido.,Reclamacao
As campanhas de marketing criadas no sistema não funcionam corretamente.,Reclamacao
Não consigo configurar notificações específicas para eventos críticos.,Reclamacao
Não recebi nenhum aviso sobre a manutenção programada.,Reclamacao
O SaaS não oferece suporte para plataformas de redes sociais.,Reclamacao
Os arquivos anexados nas tarefas são corrompidos com frequência.,Reclamacao
O sistema não possui um modo de teste para novos recursos.,Reclamacao
A interface do usuário é visualmente desatualizada.,Reclamacao
Não consigo acompanhar as métricas de desempenho da equipe.,Reclamacao
A renovação automática foi feita sem minha autorização.,Reclamacao
O sistema não gera alertas sobre prazos vencidos.,Reclamacao
Não há recursos para controlar inventário de forma eficaz.,Reclamacao
A plataforma não permite configurar workflows customizados.,Reclamacao
O chatbot integrado ao sistema não responde corretamente.,Reclamacao
A integração com plataformas de BI não funciona como deveria.,Reclamacao
Não consigo recuperar arquivos deletados por engano.,Reclamacao
O tempo de carregamento das páginas é muito longo.,Reclamacao
As opções de personalização da interface são muito limitadas.,Reclamacao
Não consigo acessar a API por falta de documentação adequada.,Reclamacao
O sistema não notifica automaticamente quando os limites de armazenamento são atingidos.,Reclamacao
A funcionalidade de assinatura eletrônica apresenta erros frequentes.,Reclamacao
Não há suporte para relatórios financeiros detalhados.,Reclamacao
Não consigo visualizar o histórico de alterações nos documentos.,Reclamacao
O sistema não permite integração com meu software de RH.,Reclamacao
Os relatórios agendados não são enviados no horário correto.,Reclamacao
As informações no painel de métricas são inconsistentes.,Reclamacao
Não consigo configurar permissões específicas para gerentes.,Reclamacao
O suporte técnico insiste em enviar respostas automáticas.,Reclamacao
A funcionalidade de busca dentro do sistema é lenta e ineficaz.,Reclamacao
Não consigo adicionar campos personalizados nos formulários.,Reclamacao
O backup automático não está funcionando como deveria.,Reclamacao
As ferramentas de análise de dados são muito básicas.,Reclamacao
Não há suporte para múltiplos administradores no mesmo sistema.,Reclamacao
A funcionalidade de login apresenta problemas frequentes.,Reclamacao
O processo de cancelamento da assinatura é complicado demais.,Reclamacao
O SaaS consome muito espaço de armazenamento local.,Reclamacao
As atualizações automáticas causam interrupções no meu trabalho.,Reclamacao
Não há controle de acessos detalhado para documentos confidenciais.,Reclamacao
As permissões para usuários convidados são muito limitadas.,Reclamacao
O sistema não suporta exportação de dados em massa.,Reclamacao
Não consigo acessar os dados de maneira offline.,Reclamacao
O sistema não gera notificações de backup concluído.,Reclamacao
Não há um guia de boas práticas para o uso do sistema.,Reclamacao
O sistema não oferece um painel centralizado para gerenciar integrações.,Reclamacao
